url,name,MaSanPham,author,NXB,NgayPhatHanh,kichthuoc,sotrang,gioithieu,giatien
http://nhanam.com.vn/sach/44730/nguoi-dao-phu-thanh-dai-la,Người đao phủ thành Đại La,8935235237889,Hoài Điệp Thứ Lang,Hội nhà văn,Ngày phát hành: 22-06-2023,Kích thước: 15.5x24 cm,Số trang: 338,"Dưới thời hôn quân Lê Ngọa Triều, dân chúng đói khổ, lầm than, mạng người bị coi như cỏ rác, uất hận không sao kể xiết. Khu pháp trường bên sông Tô Lịch không khi nào thiếu mùi máu tanh với những chiếc đầu lâu trên cổng thành và một gã đao phủ mà chỉ nghe tên người ta đã rụng rời. Tất cả để làm khiếp nhược bất cứ ý đồ phản kháng nào. Nhưng rồi có một người, một tráng sĩ phong thái kiêu dũng, kiếm pháp vô song, tấm lòng trượng nghĩa,...",138.000đ
http://nhanam.com.vn/sach/44722/chuyen-mot-cau-be,Chuyện một cậu bé,8935235237872,Nick Hornby,Hội nhà văn,Ngày phát hành: 22-06-2023,Kích thước: 14 x 20.5cm,Số trang: 434,"Will Freeman ba mươi sáu tuổi, độc thân, bảnh bao, sành điệu và giàu có. Anh sống một cuộc đời vô lo vô nghĩ, không thích trẻ con nhưng lại có hứng thú với mẹ của chúng. Gia nhập hội cha mẹ đơn thân, anh đã gặp Marcus – cậu bé mười hai tuổi “già dặn nhất trên đời”.",168.000đ
http://nhanam.com.vn/sach/44721/thoi-gian-cua-ma,Thời gian của ma,8935235237681,Yi Jeong Kim,Hà Nội,Ngày phát hành: 22-06-2023,Kích thước: 14 x 20.5cm,Số trang: 309,“Có lẽ cha chỉ là một bóng ma. Một bóng ma không thể tồn tại ở bất cứ nơi đâu trên mảnh đất này.”,148.000đ
http://nhanam.com.vn/sach/44720/thu-gui-nha-tieu-thuyet-tre,Thư gửi nhà tiểu thuyết trẻ,8935235237926,Mario Vargas Llosa,Hội nhà văn,Ngày phát hành: 22-06-2023,Kích thước: 14 x 20.5cm,Số trang: 161," là bản tổng kết kinh nghiệm viết và đọc tiểu thuyết của một trong những nhà văn lớn nhất thời đại chúng ta, Mario Vargas Llosa.",109.000đ
http://nhanam.com.vn/sach/45703/da-ngoai-noi-mat-sau-cua-the-gioi-otherside-p,Dã ngoại nơi Mặt sau của Thế giới (Otherside Picnic) 3,8935235238121,Iori Miyazawa,Hà Nội,Ngày phát hành: 07-07-2023,Kích thước: 13x18 cm,Số trang: 327,"Bên cạnh thế giới bình thường của con người tồn tại một “Thế giới Mặt sau”, nơi cư ngụ của những sinh vật kỳ dị và nguy hiểm trong truyện ma và truyền thuyết đô thị. Một ngày nọ, cô sinh viên Kamikoshi Sorawo vô tình mở ra cánh cửa đến với ""Thế giới Mặt sau"", và gặp được Nishina Toriko - một cô gái đang trên đường tìm kiếm người bạn mất tích của mình tại đây. Với những động cơ khác nhau, hai người đã lập thành một nhóm và cùng nhau chiến đấu để sinh tồn trong thế giới quái dị đó.",150.000đ
http://nhanam.com.vn/sach/45706/sau-nguoi-di-khap-the-gian---tap-2,Sáu người đi khắp thế gian - Tập 2,8935235238442,James Albert Michener,Văn học,Ngày phát hành: 03-07-2023,Kích thước: 16 x 24 cm,Số trang: 565,,165.000đ
http://nhanam.com.vn/sach/45701/quai-vat-trong-quan-do-nuong,Quái vật trong quán đồ nướng,8935235238275,Sái Tất Quý,Hà Nội,Ngày phát hành: 07-07-2023,Kích thước: 14 x 20.5cm,Số trang: 393,"Sái Tất Quý là một tiểu thuyết gia làng nhàng, đang lúc bất đắc chí, anh tình cờ quen biết cô chủ quán đồ nướng bí ẩn Sở Gia và nhận được một công việc kỳ lạ: mỗi tối thứ Tư hàng tuần đến quán nghe thực khách kể về những chuyện ly kỳ mà họ đích thân trải qua rồi ghi chép lại.",158.000đ
http://nhanam.com.vn/sach/45711/lau-dai-franz-kafka,Lâu đài (Franz Kafka),8935235238084,Franz Kafka,Lê Chu Cầu,Ngày phát hành: 10-07-2023,Kích thước: 14 x 20.5cm,Số trang: 437,"Xảy ra vỏn vẹn trong 6 ngày, mà đằng đẵng bằng vạn kiếp con người, câu chuyện của K. tan hẫng, dang dở không kết thúc, dìm toàn bộ cái sân khấu yêu đương, tranh đấu, nỗ lực, bất lực, náo hoạt nhưng dường như câm lặng của lũ rối đang trình diễn vào đầm lầy tư tưởng...",132.000đ
http://nhanam.com.vn/sach/45708/chang-trai-chuyen-kiep-va-co-gai-thien-tai-1,Chàng trai chuyển kiếp và cô gái thiên tài 1,8935235237834,Nora Kohigashi,Phụ nữ,Ngày phát hành: 10-07-2023,Kích thước: 13x18 cm,Số trang: 261, ,135.000đ
http://nhanam.com.vn/sach/45710/ba-ga-cung-thuyen,Ba gã cùng thuyền,8935235238374,Jerome K. Jerome,Văn học,Ngày phát hành: 10-07-2023,Kích thước: 13 x 20.5 cm ,Số trang: 262,"Bọn hắn có bốn mạng (tính cả con chó), và bọn hắn tiến hành chuyến du hành sông Thames để đời này với một lý do chính đáng không để đâu cho hết: để thư giãn. Quả thật, nếu không tính đến sự cứng đầu cứng cổ của mớ hành lý, sự vô ơn của con thuyền, sự quỷ quyệt của cái ấm trà, sự om sòm của bầy thiên nga (v.v. và v.v.) thì ái chà, bọn hắn quả đã được thư giãn thật. Thêm vào đó, bọn hắn còn được biết thế nào là một chuyến du hành đích thực…",88.000đ
http://nhanam.com.vn/sach/47729/loi-cua-nietzsche-cho-nguoi-tre---tap-1,Lời của Nietzsche cho người trẻ - Tập 1,8935235238688,Shiratori Haruhiko,Thế Giới,Ngày phát hành: 08-09-2023,Kích thước: 14.5x20.5 cm,Số trang: 280,"Trong làng triết học phương Tây, Nietzsche có lẽ là một trường hợp hiếm hoi không khiến cho người ta phải sợ hãi [vì trừu tượng] hay ngao ngán [vì kinh viện]. Cũng vậy ở Việt Nam, kể từ khi các tác phẩm của Nietzsche lần đầu xuất hiện, biết bao nhiêu thế hệ trẻ đã đọc và yêu mến ông, mang theo tư tưởng mãnh liệt và hân hoan của ông trong hành trang của đời mình, cùng với những tình yêu, hoài bão và đổ vỡ.",108.000đ
http://nhanam.com.vn/sach/46709/bong-ma-trong-nha-hat,Bóng ma trong nhà hát,8935235238435,Gaston Leroux,Văn học,Ngày phát hành: 31-07-2023,Kích thước: 15x24 cm,Số trang: 360,"Nhà hát có “ma”??? Nhà hát lớn Paris.Những sự việc lạ lùng liên tiếp xảy ra từ khi các ngài Moncharmin và Richard tiếp quản vị trí: cái chết của trưởng bộ phận dàn dựng sân khấu trong tư thế treo cổ dưới tầng hầm, bức thư nặc danh đe dọa hai tân giám đốc, diva Carlotta bỗng “hát như cóc kêu” trên sân khấu, đèn chùm trong khán phòng rơi đè chết người... Cùng lúc đó, Christine, nữ ca sĩ vô danh với giọng hát “như mèo hen” bỗng như thoát xác, cất tiếng hát làm rung động công chúng. Tất cả chỉ là trùng hợp ngẫu nhiên hay có bàn tay một thế lực thần bí nào?",120.000đ
http://nhanam.com.vn/sach/46706/luoc-su-khoa-hoc,Lược sử khoa học,8935235238510,William Bynum,Thế Giới,Ngày phát hành: 31-07-2023,Kích thước: 15.5 x 24cm,Số trang: 364,"Cuộc sống hiện đại với vô vàn sự vật hết sức quen thuộc mà mỗi khi dừng lại để nghĩ về chúng, con người không khỏi ngạc nhiên và thán phục trí tuệ siêu phàm của các bậc tiền nhân hàng nghìn năm qua: những con số mà chúng ta viết, những máy vi tính cá nhân mà chúng ta sử dụng, gần gũi hơn nữa là cấu tạo và chức năng của các cơ quan trong cơ thể người. Những sự thật như Trái Đất quay quanh Mặt Trời hay lực hút khiến mọi vật trên Trái Đất rơi xuống theo chiều thẳng đứng cũng đã trải qua một lịch sử gian nan mới được phổ biến như ngày nay.",159.000đ
http://nhanam.com.vn/sach/44713/diet-chung,Diệt chủng,8935235237865,Takano Kazuaki,Hội nhà văn,Ngày phát hành: 05-06-2023,Kích thước: 15.5x24 cm,Số trang: 585,"Koga Kento, cậu sinh viên cao học chuyên ngành hóa dược, đột ngột nhận được email từ người cha quá cố. Bức thư tuyệt mệnh lạ lùng đã dẫn cậu lần ra một phòng thí nghiệm tư nhân bí ẩn. Cha cậu – một",279.000đ
http://nhanam.com.vn/sach/41707/vat-chua-linh-hon,Vật chứa linh hồn,8935235236691,Frances Hardinge,Phụ nữ,Ngày phát hành: 17-03-2023,Kích thước: 15.5x24 cm,Số trang: 420,"Khi thân xác nằm lại, linh hồn trở nên lạc lối và cần nơi ẩn náu.",200.000đ
